,text,S/NS,O/NO,Y/N,display_text_width,is_quote,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
7483,@BrandonStraka of the Walk Away movement speaks at the Michigan State Capitol #michiganshutdown #MichiganProtest  https://t.co/Circ6fG9sr,,,Y,137,False,6,6,michiganshutdown MichiganProtest,,BrandonStraka,"Following politics up close & seeing the world along the way. Schoolcraft Hockey #12 <f0><U+009F><U+008F><U+0092>  It's all about the experience, and weâve only just begun.",1242,1052,20,20208,16299,False
7484,âLet us in!â chants permeate the halls of the Michigan legislature as protesters refuse to let up here in Lansing #michiganshutdown #MichiganProtest #michigancoronavirus https://t.co/H3PrSeZFhM,,,Y,169,False,21,8,michiganshutdown MichiganProtest michigancoronavirus,photo,,"Following politics up close & seeing the world along the way. Schoolcraft Hockey #12 <f0><U+009F><U+008F><U+0092>  It's all about the experience, and weâve only just begun.",1242,1052,20,20208,16299,False
7485,"Here in Lansing, Michigan, where protesters have stormed the Capitol Building demanding access to the legislative session happening currently. Theyâre voting on whether to allow Whitmer to extend her orders #michiganshutdown #MichiganProtest #lockdown #Shutdown #coronavirus https://t.co/bB5DZTAUav",,,Y,274,False,44,35,michiganshutdown MichiganProtest lockdown Shutdown coronavirus,photo,,"Following politics up close & seeing the world along the way. Schoolcraft Hockey #12 <f0><U+009F><U+008F><U+0092>  It's all about the experience, and weâve only just begun.",1242,1052,20,20208,16299,False
7486,"Dozens of cars lined up alongside the Capitol Building outside, furthering the protest against Gretchen Whitmer and the lockdown #michiganlockdown #MichiganProtest #MichigandersAgainstExcessiveQuarantine https://t.co/Os2FTmimYR",,,Y,203,False,53,33,michiganlockdown MichiganProtest MichigandersAgainstExcessiveQuarantine,photo,,"Following politics up close & seeing the world along the way. Schoolcraft Hockey #12 <f0><U+009F><U+008F><U+0092>  It's all about the experience, and weâve only just begun.",1242,1052,20,20208,16299,False
7487,"Live from INSIDE the Capitol Building, where protesters have entered &amp; are demanding to have access to the normally-public legislative sessions, one of which is happening right now #michiganshutdown #MichiganProtest #lockdown  https://t.co/grB1tD4jbt",,,Y,254,False,42,26,michiganshutdown MichiganProtest lockdown,,,"Following politics up close & seeing the world along the way. Schoolcraft Hockey #12 <f0><U+009F><U+008F><U+0092>  It's all about the experience, and weâve only just begun.",1242,1052,20,20208,16299,False
7488,@SheriffClarke speaks on the steps of the Michigan State Capitol Building as part of the #MichiganProtest #michiganshutdown #lockdown https://t.co/FVnvCKapV2,,,Y,133,False,318,124,MichiganProtest michiganshutdown lockdown,photo,SheriffClarke,"Following politics up close & seeing the world along the way. Schoolcraft Hockey #12 <f0><U+009F><U+008F><U+0092>  It's all about the experience, and weâve only just begun.",1242,1052,20,20208,16299,False
7489,Oh I see shit done got Wild today.. <f0><U+009F><U+00A4><U+0094> #MichiganProtest https://t.co/8gDbmkhuF6,,,N,54,False,13,7,MichiganProtest,photo,,"5th Dan In Judo,Owner at Royalty Farms a Michigan based Cannabis Company,Loyal Lions fan",1950,1399,9,15537,13394,False
7490,"Protesters carry signs, bang on drums, disrupt traffic now and again.
Terrorists carry weapons. #USA #Michigan #MichiganProtest #NRA 
https://t.co/IMIc3JqTRA",,,N,157,False,0,0,USA Michigan MichiganProtest NRA,,,We need to speak truth to power and hold those in power accountable.<f0><U+009F><U+0087><U+00A8><f0><U+009F><U+0087><U+00A6>   Visit anon transit on YouTube,61,141,0,8515,258,False
7491,One of my kids lives in Lansing MI. He just texted me about the crazies protesting. Iâm sitting here sewing masks &amp; this just ticks me off. My kid better not get hurt or Iâm gonna sue Trump personally for encouraging this crap. #MichiganProtest #COVIDIOTS https://t.co/SAeUit9efz,,,N,259,False,2,0,MichiganProtest COVIDIOTS,photo,,Trump & GOP are trying to kill us. <f0><U+009F><U+0086><U+0098> #NeverTrump #KCChiefs #truth #sarcasm #resist #ptsdsurvivor #fibrowarrior #lovewins #love2laugh NO DMs <f0><U+009F><U+008F><U+00B5><f0><U+009F><U+008C><U+00B8><f0><U+009F><U+008C><U+00B4><f0><U+009F><U+0090><U+009A><f0><U+009F><U+008C><U+009D>,4506,4766,3,10037,39697,False
7492,"Damnit Michigan...quit being a putz.

This is exact opposite of what we need during a fucking PANDEMIC.

Seriously, all those people standing shoulder-to-shoulder...

#SMDH #MichiganProtest #MichiganIsGoingToHaveAnotherOutbreak https://t.co/DxT51MI44h",,,N,227,True,1,0,SMDH MichiganProtest MichiganIsGoingToHaveAnotherOutbreak,,,"Sponsored by Founders Brewery.
Variety Streamer building a positive & supportive community thru sincerity & shenanigans. Twitch Streaming Mentor/Coach.",1716,584,9,5918,8344,False
7493,@JoeBiden are we really a country that allows armed protests? You could ask and theyâd tell you that theyâre not afraid. Theyâre clear intent is to intimidate and threaten. #MichiganProtest #COVID19 https://t.co/gMrWJso4Xp,,,N,198,True,0,0,MichiganProtest COVID19,,JoeBiden,"Unapologetic Progressive - Lover of truth, defender of <f0><U+009F><U+008C><U+008F> Proud to stand with the vast majority that did not vote trump<f0><U+009F><U+0092><U+009C>",652,781,6,16254,69599,False
7494,We are headed to Lansing NOW!! This is unbelievable!! We are sick of it!! @realDonaldTrump @PoliticalOrgy @DilleyShow !!#michiganshutdown #MichiganProtest https://t.co/rgB4ObJ8PO,,,Y,154,True,3,2,michiganshutdown MichiganProtest,,realDonaldTrump PoliticalOrgy DilleyShow,God always WINS!! I am new to this Twitter. I am also new to all this EVIL going on in this world. Never in my life would I have thought this stuff could exist.,55,158,0,624,1563,False
7495,Iâm running for State Representative because I donât believe any citizen needs an assault rifle. I believe in science and facts which tell us 6 feet is a proper distance. I will advocate every day for the safety and security of my district. #MichiganProtest https://t.co/06DuPLAxIk,,,N,257,True,4,0,MichiganProtest,,,Democratic Candidate for MI's 27th District https://t.co/KsZy5Fj4xrÂ·School Social WorkerÂ·@UMSocialWork & @Calvin_Uni AlumÂ·Youth Director,196,329,0,1959,635,False
7496,Here goes another #MichiganProtest <f0><U+009F><U+0098><U+00B4><f0><U+009F><U+0098><U+00B4> I hate it here,,,N,52,False,0,0,MichiganProtest,,,"<U+264B>20 <f0><U+009F><U+0098><U+008C>Photographer <f0><U+009F><U+0093><U+00B8>IG @ trippyongel <U+2728>
photography page<f0><U+009F><U+0096><U+00A4> @ ongelsphotography
SC<f0><U+009F><U+0091><U+00BB> angelalvarez99",20,85,0,195,249,False
7497,"Stop calling them protesters. Protesters don't need AR-15's and tactical gear. Call them what they are, DOMESTIC TERRORISTS. #MichiganProtest",,,N,141,False,2,0,MichiganProtest,,,"Thinker of thoughts, the best thoughts, YUGE thoughts. They are terrific thoughts, everyone thinks so. #resist",1148,1205,4,8971,117224,False
7498,This gave me goosebumps. Patriots exercising their rights. Peaceably. Where We Go One We Go All <f0><U+009F><U+0099><U+008C><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8><f0><U+009F><U+0092><U+009A> #wwg1wga #GodWins #PatriotsUnited #MolonLabe #MichiganProtest https://t.co/Y14SyCw9lg,,,Y,162,True,2,3,wwg1wga GodWins PatriotsUnited MolonLabe MichiganProtest,,,Texan. Wife. Mom. #PATRIOT #molonlabe #comeandtakeit,155,201,3,1915,836,False
7499,Free Michigan from Whitmer! #MAGA2020 #michiganstrong #MichigandersAgainstExcessiveQuarantine #michiganshutdown #MichiganProtest #michiganoperationgridlock  https://t.co/3DnojOu4uK,,,Y,180,False,2,3,MAGA2020 michiganstrong MichigandersAgainstExcessiveQuarantine michiganshutdown MichiganProtest michiganoperationgridlock,,,"Co-author, ""Homefront Cooking""/Skyhorse Pub, all author proceeds go 2 Vets. @homefrontckbk Also a Needle Felt artist. I <U+2764><U+FE0F>painting pics w/ words & wool.",1892,2240,62,2590,3023,False
7500,"These are the faces of the new US Dictator wannabe class. They give unconstitutional orders, treat you like children, and threaten violators with fines and jail. Youâre going to have to #TakeBackYourRights. #ArizonaShutdown #MichiganProtest #californialockdown https://t.co/KBRCCfYh80",,,Y,260,False,3,2,TakeBackYourRights ArizonaShutdown MichiganProtest californialockdown,photo,,Working to make America great again. Together we can do this. #TGDN #KAG,2190,2515,47,4610,1022,False
7501,"@GovWhitmer additional ways to fund the virus in Michigan, go out and give every protester $1000.00 ticket! #StayHomeStaySafe #COVID19 #MichiganProtest",,,N,151,False,0,0,StayHomeStaySafe COVID19 MichiganProtest,,GovWhitmer,,27,94,0,93,87,False
7502,"Governor Hitler just gave us Michiganders the finger. @GovWhitmer Ur not worthy to sit in that chair. #GodWins
#MichiganProtest #WWGIWGA
https://t.co/NJOsGr1Ja8",,,Y,160,False,1,1,GodWins MichiganProtest WWGIWGA,,GovWhitmer,"Just a girl who loves Jesus, her husband, her kids and grandkids.... One day every knee will bow and tongue confess that Jesus is Lord.#WWG1WGA #SaveTheChildren",31,27,0,472,1424,False
7503,Iâm seeing way less tweets &amp; articles about the #michiganprotest being sexist now that so many other states are joining in,,,Y,126,False,0,0,michiganprotest,,,It's only after we've lost everything that we're free to do anything,119,665,1,3176,2905,False
7504,About time #Michigan #MichiganProtest https://t.co/P8Mc23NCe5,,,Y,37,True,0,0,Michigan MichiganProtest,,,I sometimes wonder if God shudders at the crap we put ourselves through before we break down and realize that we are worth more than this. #WWG1WGA,1165,1392,1,883,1455,False
7505,"VERY interesting. Give this a listen and KNOW your rights, #Michigan! Open your businesses; YOU decide. 

Trey Gowdy's compelling argument on stay-at-home orders.

#MichiganProtest #MichigandersAgainstExcessiveQuarantine #StandUp #WWG1WGA

https://t.co/O4F9aeSX9k",,,Y,263,False,0,0,Michigan MichiganProtest MichigandersAgainstExcessiveQuarantine StandUp WWG1WGA,,,<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> <U+2618><U+FE0F> C<f0><U+009D><U+0095><U+0099><f0><U+009D><U+0095><U+00A3><f0><U+009D><U+0095><U+009A><f0><U+009D><U+0095><U+00A4><f0><U+009D><U+0095><U+00A5><f0><U+009D><U+0095><U+009A><f0><U+009D><U+0095><U+0092><f0><U+009D><U+0095><U+009F> *<f0><U+009D><U+0095><U+008E><f0><U+009D><U+0095><U+009A><f0><U+009D><U+0095><U+0097><f0><U+009D><U+0095><U+0096> *<f0><U+009D><U+0094><U+00BB><f0><U+009D><U+0094><U+00B8>R *<f0><U+009D><U+0094><U+00BB><f0><U+009D><U+0095><U+0092><f0><U+009D><U+0095><U+00A6><f0><U+009D><U+0095><U+0098><f0><U+009D><U+0095><U+0099><f0><U+009D><U+0095><U+00A5><f0><U+009D><U+0095><U+0096><f0><U+009D><U+0095><U+00A3> <f0><U+009D><U+0095><U+00A0><f0><U+009D><U+0095><U+0097> <f0><U+009D><U+0095><U+0092> <f0><U+009D><U+0095><U+0082><f0><U+009D><U+0095><U+00A0><f0><U+009D><U+0095><U+00A3><f0><U+009D><U+0095><U+0096><f0><U+009D><U+0095><U+0092><f0><U+009D><U+0095><U+009F> <f0><U+009D><U+0095><U+008E><f0><U+009D><U+0095><U+0092><f0><U+009D><U+0095><U+00A3> <f0><U+009D><U+0095><U+008D><f0><U+009D><U+0095><U+0096><f0><U+009D><U+0095><U+00A5> *<f0><U+009D><U+0094><U+00B8><f0><U+009D><U+0095><U+009E><f0><U+009D><U+0095><U+0096><f0><U+009D><U+0095><U+00A3><f0><U+009D><U+0095><U+009A><f0><U+009D><U+0095><U+0094><f0><U+009D><U+0095><U+0092><f0><U+009D><U+0095><U+009F> P<f0><U+009D><U+0095><U+0092><f0><U+009D><U+0095><U+00A5><f0><U+009D><U+0095><U+00A3><f0><U+009D><U+0095><U+009A><f0><U+009D><U+0095><U+00A0><f0><U+009D><U+0095><U+00A5> *C<f0><U+009D><U+0095><U+0099><f0><U+009D><U+0095><U+009A><f0><U+009D><U+0095><U+009D><f0><U+009D><U+0095><U+0095> <f0><U+009D><U+0095><U+00A0><f0><U+009D><U+0095><U+0097> <f0><U+009D><U+0094><U+00BE><f0><U+009D><U+0095><U+00A0><f0><U+009D><U+0095><U+0095> <U+271D><U+FE0F>,741,972,0,1608,946,False
7506,"These things never work but it's worth trying... When the only thing you can say about your Govenor is she loves power...

Michigan State House: Impeach governor whitmer - Sign the Petition! https://t.co/UrAlbaOk7i via @Change
@GovWhitmer 
#michiganshutdown 
#MichiganProtest",,,Y,275,False,9,8,michiganshutdown MichiganProtest,,Change GovWhitmer,"Live learn...  Crumble it up, burn everything and start again!",52,542,0,3121,1416,False
7507,Do you sense a new pressure in the air on Day 46 of our pandemic? Decide your answer. Then take a look at Day 46 of the 1918 pandemic. My research stunned me. Here you go. https://t.co/gMv5vPPQVH #COVID19 #pandemic #change #leadership #MichiganProtest  #Philadelphia,,,N,266,False,2,0,COVID19 pandemic change leadership MichiganProtest Philadelphia,,,Enriching your leadership through history.,130,100,6,1733,580,False
7508,"#Michigan #michiganshutdown #michiganlockdown #michigandersagainstexcessivequarantine #michiganmorons #michiganprotest #MichiganStrong

Remind YOUR #Communist #Dictator @GovWhitmer whoâs sticking to the #DemocratsAreDestroyingAmerica AGENDA,  THIS is #America! https://t.co/vaSsOmAu5H",,,N,260,False,0,0,Michigan michiganshutdown michiganlockdown michigandersagainstexcessivequarantine michiganmorons michiganprotest MichiganStrong Communist Dictator DemocratsAreDestroyingAmerica America,photo,GovWhitmer,"Mix & Master Svc, Publishing & Cleared Custom Production Music for TV, Video & Film. We are an @Avid house ~ custom music flex licensing #SonnusProd #MusicBed",213,344,5,588,15,False
7509,@stlsportsfan37 @politico Amen! To the #state #legislature! Keep up the good work! #MichiganProtest,,,Y,73,False,0,0,state legislature MichiganProtest,,stlsportsfan37 politico,"I enjoy listing unique, used and new books. I hope you will find a book you need or want!  Always fast shipping, fair prices, excellent service.",50,318,3,2377,698,False
7510,"@realDonaldTrump My honest opinion on these idiots protesting while my husband is preparing the States refrigerated body truck fleet.  #MichiganProtest #coronavirus #COVIDIOTS https://t.co/cD0yKFDr7T
#TrumpTrucks take you to get buried in a #TrumpTrench",,,N,236,False,0,1,MichiganProtest coronavirus COVIDIOTS TrumpTrucks TrumpTrench,photo,realDonaldTrump,Wildlife conservation. Guitaristish. I can recite pi to pi places.  <U+2127>,158,549,3,39480,3861,False
7511,"I Stand With That Woman From Michigan Shirt
#michigan #MichiganStrong #michigancoronavirus
#michiganoperationgridlock #michiganlockdown
#MichiganProtest #Standwith 

https://t.co/DAQh5Iko3g",,,N,189,False,0,0,michigan MichiganStrong michigancoronavirus michiganoperationgridlock michiganlockdown MichiganProtest Standwith,,,Business,1,23,0,20,5,False
7512,@politico What!! Wow!! #FakeNewsEpidemic #MichiganProtest #BreakingNews #propaganda #DemocratsAreDestoyingAmerica https://t.co/8BkCCpg1c7,,,Y,103,False,0,0,FakeNewsEpidemic MichiganProtest BreakingNews propaganda DemocratsAreDestoyingAmerica,photo,politico,Here to Expose the #deepstate and fight Evil!,337,706,0,3163,2373,False
